PRT_ID;AREA;INT_SQFT;DIST_MAINROAD;N_BEDROOM;N_BATHROOM;N_ROOM;SALE_COND;PARK_FACIL;DATE_BUILD;BUILDTYPE;UTILITY_AVAIL;STREET;MZZONE;QS_ROOMS;QS_BATHROOM;QS_BEDROOM;QS_OVERALL
P04444;KK Nagar;2347;90;4;2;6;Partial;No;06/09/1983;Others;NoSeWa;Gravel;RM;4;3.3;3.8;3.71
P08152;KK Nagar;1758;14;2;1;4;Family;No;12/04/1995;House;NoSewr ;Paved;RH;3.9;4.2;2.7;3.51
P02691;Karapakkam;1156;11;1;1;3;Normal Sale;Yes;21/08/1988;House;AllPub;Paved;RL;5;4.8;2;3.74
P09447;Chrompet;1147;191;1;1;3;Partial;No;10/12/1970;Commercial;ELO;Gravel;RM;2.4;2.7;3;2.7
P06410;Adyar;981;169;1;1;3;Family;Yes;27/08/2000;Others;NoSeWa;No Access;RL;4.5;2.4;2.2;2.93
P05909;Chrompet;895;193;1;1;3;AbNormal;Yes;07/12/1986;Others;NoSeWa;Gravel;RL;2;2.8;4.5;3.07
P07494;KK Nagar;2134;167;3;2;5;Family;Yes;29/10/1987;Others;NoSeWa;Gravel;RL;4.5;5;4.5;4.65
P04979;Karapakkam;1034;13;1;1;3;Partial;Yes;31/05/1976;Others;AllPub;Gravel;RM;4;2.7;4.7;3.89
P02496;Karapakkam;1649;200;2;2;4;Partial;Yes;28/09/1991;Commercial;NoSewr ;Paved;RL;3.8;2.2;2.1;2.64
P03913;Chrompet;1254;93;2;1;4;AdjLand;No;25/12/1973;House;AllPub;Paved;RM;2.9;3.4;2;2.83
P07898;KK Nagar;1729;112;2;1;4;Partial;No;08/07/1981;House;NoSewr ;Gravel;RH;4.6;5;3;4.08
P08712;Chrompet;888;145;1;1;3;Partial;Yes;14/09/1996;Commercial;AllPub;Paved;RM;5;4.7;3.1;4.31
P01822;Karapakkam;1384;133;2;2;4;Partial;No;13/02/1963;Commercial;NoSewr ;Gravel;RL;3.2;3.4;4.8;3.9
P05648;Velachery;1736;164;2;1;4;Normal Sale;No;29/01/1965;Others;NoSeWa;No Access;RL;2.3;3.1;2.5;2.72
P09600;Velachery;1866;36;3;2;5;Partial;Yes;10/08/1988;House;NoSeWa;No Access;RL;3.1;3.6;5;3.9
P01918;Adyar;934;91;1;1;3;AbNormal;No;20/01/1989;Others;NoSeWa;Paved;RH;2.6;4.8;2;2.74
P04041;Chrompet;1217;123;2;1;4;Partial;Yes;25/11/1980;House;NoSeWa;Gravel;RM;4.3;3.9;4.8;4.29
P00358;Chrompet;1220;114;2;1;4;Partial;Yes;14/06/1995;House;NoSewr ;No Access;RL;3.4;2.6;2.7;2.87
P06196;KK Nagar;2280;168;4;2;6;Family;No;14/10/1980;House;NoSewr ;Gravel;RL;3.8;2.5;4.5;3.69
P06038;KK Nagar;2414;54;4;2;6;Normal Sale;Yes;07/11/2000;Commercial;AllPub;Gravel;RL;4.1;4.8;2.8;3.79
P01779;Karapakkam;711;144;1;1;2;AbNormal;No;20/02/1965;House;NoSewr ;Paved;I;4.9;2;3.3;3.39
P08294;Chrompet;887;46;1;1;3;Normal Sale;Yes;06/03/1969;Commercial;AllPub;Gravel;RM;4.3;5;4.8;4.73
P06586;Velachery;1799;169;2;1;4;AdjLand;Yes;22/07/1997;Others;ELO;Gravel;RH;4.8;2.5;2.2;2.99
P03166;Adyar;991;133;1;1;3;Partial;Yes;23/05/1975;Commercial;AllPub;Paved;RM;2.5;4.1;5;4.07
P02066;Karapakkam;1302;45;1;1;3;AdjLand;Yes;24/12/1979;Others;ELO;Gravel;RH;2.6;4;4.7;3.86
P08703;Chrompet;1147;159;1;1;3;Normal Sale;Yes;24/09/1969;House;NoSewr ;Gravel;RH;3.9;4.4;4.2;4.19
P02119;Karapakkam;512;4;1;1;2;Family;No;13/12/1985;Commercial;NoSewr ;Gravel;C;3.2;3.5;3.5;3.41
P02432;Karapakkam;1636;5;2;2;4;Partial;No;13/10/1976;Others;AllPub;No Access;A;2.2;4.6;2.9;3.2
P03607;Karapakkam;616;84;1;1;2;AbNormal;No;24/02/1981;Commercial;ELO;Gravel;RH;3.9;2;4.9;3.73
P01076;Anna Nagar;1999;4;2;1;5;Normal Sale;Yes;15/01/1997;Commercial;ELO;No Access;RH;2.9;4.7;2.1;3.03
P01657;Karapakkam;593;101;1;1;2;Normal Sale;Yes;05/03/1998;Others;ELO;Gravel;A;2.2;4.6;2;2.84
P02581;Karapakkam;1558;133;2;2;4;AdjLand;Yes;17/09/1971;Others;NoSeWa;Paved;C;2.8;4.3;5;4.13
P09670;Velachery;1501;103;2;1;4;AdjLand;Yes;03/04/1960;Others;AllPub;Paved;C;3.3;2;2;2.33
P09107;Velachery;1827;182;3;2;5;AdjLand;No;11/04/1978;Commercial;ELO;Paved;RH;2.6;3;3.7;3.11
P03495;KK Nagar;2051;30;3;2;5;Partial;No;18/03/2005;House;NoSewr ;Gravel;RM;3;2.1;4.4;3.29
P09274;Chrompet;894;117;1;1;3;Partial;Yes;12/02/1979;Others;AllPub;Paved;RL;3.6;3.8;5;4.1
P08207;Adyar;961;141;1;1;3;AdjLand;No;01/04/1969;House;ELO;Paved;RL;2.6;4.9;4.1;3.81
P01560;Chormpet;1222;104;2;1;4;AdjLand;Yes;22/03/1999;House;NoSeWa;Paved;RL;3.9;4.3;4.3;4.18
P04619;Adyar;1214;184;2;2;4;AdjLand;Yes;06/08/1982;Other;NoSewr ;Gravel;A;2.8;4.6;2;2.76
P02626;Karapakkam;1444;135;2;2;4;AbNormal;No;08/09/1976;House;AllPub;Paved;I;2.5;4.7;4.4;3.92
P06703;Velachery;1684;188;2;1;4;AdjLand;Yes;25/06/1987;Commercial;NoSeWa;Gravel;C;3.4;2.2;2.7;2.65
P05948;Karapakkam;1537;42;2;2;4;AdjLand;No;28/11/1984;Others;ELO;Paved;RH;3.7;4.7;2.2;3.4
P01796;Adyar;971;28;1;1;3;Family;No;15/02/1980;House;ELO;Gravel;RH;4.9;2.3;3.4;3.63
P02308;KK Nagar;2251;156;4;2;6;AdjLand;Yes;02/11/1985;House;AllPub;Paved;RM;2.7;4.8;2.5;3.25
P05308;Karapakkam;1452;141;2;2;4;Normal Sale;No;24/03/1997;Others;NoSewr ;Paved;RH;4.3;3;2.3;3.11
P05182;T Nagar;1882;171;2;1;5;AdjLand;Yes;20/04/1986;Commercial;NoSewr ;Paved;RL;4.2;3.1;2.9;3.34
P02402;Velachery;1966;35;3;2;5;AbNormal;No;13/10/2001;Commercial;AllPub;Paved;RH;2.2;2.7;2.7;2.58
P09309;Adyar;1190;37;1;1;3;Normal Sale;Yes;29/01/1982;House;NoSewr ;No Access;RL;2.4;2.4;4;3.2
P07537;T Nagar;1762;188;1;1;4;Partial;Yes;16/10/1990;Others;ELO;No Access;RM;3.7;2.3;3;3.035
P05709;Karapakkam;1239;78;1;1;3;Family;Yes;11/01/1996;Others;AllPub;No Access;A;3.1;2.4;4.7;3.53
P09451;Velachery;1656;25;2;1;4;AbNormal;Yes;02/12/1998;Commercial;NoSeWa;Gravel;C;5;2.9;3;3.46
P08644;Adyar;1235;98;2;2;4;Normal Sale;No;13/10/1995;Commercial;ELO;Gravel;C;2.3;3.2;3.3;2.98
P02330;KK Nagar;1362;96;2;1;4;AdjLand;No;30/10/1984;Commercial;NoSeWa;Gravel;RH;2.5;3.9;3.8;3.44
P03546;Karapakkam;563;87;1;1;2;Family;No;16/03/1963;Commercial;AllPub;Paved;RM;4.9;3;3.8;3.89
P00948;Chrompet;1125;156;1;1;3;Normal Sale;No;22/04/1977;Commercial;ELO;Gravel;RH;3.8;4.2;4.5;4.17
P05218;Chrompet;1053;177;1;1;3;Normal Sale;No;10/04/2006;Commercial;ELO;Paved;RL;4.6;3;3.1;3.51
P04416;Chrompet;876;93;1;1;3;Partial;Yes;16/09/1970;House;AllPub;Paved;RH;3.8;2;3.7;3.05
P09854;Velachery;1727;23;2;1;4;AbNormal;No;06/02/1999;House;AllPub;Gravel;RL;4.9;4.2;3.7;4.23
P04716;Karapakkam;1122;58;1;1;3;AbNormal;No;16/07/1992;Others;NoSewr ;Gravel;I;3.4;5;4;4.12
P05980;Karapakkam;1043;106;1;1;3;Family;Yes;23/11/1981;Others;NoSeWa;Gravel;I;5;4.3;4.8;4.71
P04530;T Nagar;1568;120;1;1;4;AdjLand;No;18/08/1993;Others;AllPub;Gravel;RH;3.9;2;3.2;3.11
P00726;Chrompet;1185;188;1;1;3;Normal Sale;Yes;15/09/1993;House;ELO;Gravel;RL;3.5;3.1;3;3.19
P03345;KK Nagar;1689;3;2;1;4;Normal Sale;No;14/04/1996;Others;NoSeWa;Gravel;RH;2.1;4;5;3.83
P07056;Adyar;860;106;1;1;3;Normal Sale;No;17/03/1973;Commercial;NoSewr ;Paved;RH;3.4;2.1;2.7;2.79
P06075;Karapakkam;1030;152;1;1;3;Partial;No;08/11/1967;Others;ELO;Paved;I;4;3.4;2.1;3.06
P09177;Anna Nagar;1969;117;2;1;5;Partial;Yes;14/03/1985;Others;ELO;No Access;RL;4.9;3.6;4.3;4.335
P02438;Velachery;1754;33;2;1;4;AbNormal;Yes;14/10/1969;Others;NoSeWa;Gravel;RM;3.7;2.6;5;3.6
P06518;Anna Nagar;1777;139;1;1;4;AdjLand;Yes;10/08/1977;Others;ELO;Gravel;RH;2.4;4.8;3.5;3.44
P05438;T Nagar;1733;191;1;1;4;AbNormal;Yes;02/03/1985;Commercial;NoSeWa;No Access;RL;3.4;3.7;2.1;2.89
P06976;Velachery;1922;89;3;2;5;Normal Sale;Yes;10/04/1972;House;ELO;Gravel;RH;2.1;3.7;4.9;3.66
P06914;T Nagar;1538;161;1;1;4;Family;Yes;21/04/2004;Commercial;NoSewr ;Gravel;RL;4.1;3.5;3.8;3.815
P09237;T Nagar;1882;180;2;1;5;Family;No;20/02/1991;House;AllPub;No Access;RL;2.6;2.6;4.3;3.365
P01545;Chrompet;757;99;1;1;2;AbNormal;Yes;30/03/1978;Commercial;AllPub;Paved;RM;2.5;3.3;3;2.97
P09004;Velachery;1528;176;2;1;4;Family;No;29/05/1957;Others;ELO;Gravel;A;4.2;4.3;5;4.49
P04333;Karapakkam;1496;132;2;2;4;Normal Sale;No;02/10/1967;Commercial;NoSeWa;No Access;RM;3.6;2.7;3;3.09
P03359;KK Nagar;1759;96;2;1;4;AbNormal;No;13/04/1993;House;NoSeWa;Gravel;RM;2.1;2.2;3.5;2.69
P09026;Chrompet;740;21;1;1;2;Partial;No;10/05/2003;Commercial;NoSeWa;No Access;RL;2.5;4.9;4.8;4.15
P04972;Adyar;1239;79;2;2;4;AdjLand;No;28/05/1999;Others;ELO;No Access;RL;2.7;2.2;2.6;2.55
P01781;Karapakkam;1055;147;1;1;3;Family;No;21/02/1964;Commercial;ELO;Gravel;I;4.3;2.2;3.2;3.23
P05108;Karapakkam;1026;143;1;1;3;AdjLand;No;07/05/1976;Others;NoSewr ;No Access;RL;3.2;2.7;3.8;3.29
P06639;Velachery;1500;191;2;1;4;AdjLand;Yes;17/07/1978;House;NoSeWa;Gravel;I;2;3.7;2.5;2.92
P02094;Adyar;762;16;1;1;2;AdjLand;No;20/12/1975;Others;ELO;Paved;RH;2.9;4.7;3.5;3.56
P07640;Velachery;1729;17;2;1;4;Normal Sale;Yes;23/09/1975;Others;AllPub;Gravel;RH;3.5;4.5;2.1;3.53
P00677;Chrompet;1061;147;1;1;3;Normal Sale;Yes;02/11/1975;House;NoSewr ;Gravel;RM;2.4;3.9;3.1;3.21
P01694;Velachery;1622;62;2;1;4;Partial;Yes;02/03/1991;Others;NoSewr ;Paved;RL;4.1;2.2;2.3;2.71
P04883;KK Nagar;2284;114;4;2;6;Partial;No;14/06/1996;Commercial;NoSeWa;Gravel;RM;3.4;2.8;4.3;3.58
P02767;Karapakkam;694;15;1;1;2;AdjLand;Yes;11/08/1972;Commercial;ELO;Paved;C;2.5;2.2;3.8;2.93
P07849;Chrompet;1108;0;1;1;3;Family;Yes;21/07/1980;Others;ELO;No Access;RM;3.7;4.3;4;4.03
P01771;Velachery;1566;170;2;1;4;Normal Sale;Yes;16/02/1987;Others;ELO;Gravel;RM;4.7;2.3;2.8;3.05
P06745;KK Nagar;2001;181;3;2;5;Family;Yes;08/06/2004;Commercial;NoSeWa;Paved;RL;2.5;3.1;3.6;3.12
P07650;Adyar;692;62;1;1;2;Normal Sale;Yes;22/09/1971;Commercial;AllPub;Paved;RH;4.1;4.4;5;4.61
P06943;Adyar;1287;18;2;2;4;Family;Yes;17/04/1995;Commercial;AllPub;Paved;C;2.1;3.2;2.6;2.57
P00452;Anna Nagar;1978;165;2;1;5;Partial;Yes;08/04/2002;Commercial;AllPub;No Access;RM;3.2;2.4;2.6;2.76
P01298;Chrompet;1243;77;2;1;4;AdjLand;No;28/08/1991;House;NoSewr ;Paved;RL;3.6;4.2;2.1;3.39
P00255;Chrompet;1114;158;1;1;3;Family;Yes;29/08/1987;Others;AllPub;Paved;RM;4.9;3.2;2;3.35
P08682;Anna Nagar;1744;155;1;1;4;Family;No;02/10/1975;Commercial;ELO;Paved;RH;2.2;3.5;2.9;2.805
P08086;Chrompet;727;97;1;1;2;AdjLand;No;09/05/1979;Others;AllPub;Gravel;RM;2.4;4.8;3.1;3.57
P05251;Chrompet;989;193;1;1;3;Normal Sale;Yes;03/04/2006;Others;NoSewr ;Paved;RM;4.2;4;2.7;3.67
P06508;Karapakkam;787;40;1;1;2;Partial;Yes;11/08/1977;Commercial;ELO;Paved;RL;4.6;3.8;4.1;4.16
P02223;Chrompet;1033;4;1;1;3;Partial;No;19/11/1983;Commercial;NoSeWa;No Access;RM;4.2;2.5;4.7;3.67
P06306;Adyar;985;73;1;1;3;Partial;Yes;21/09/1989;House;ELO;Paved;RM;2.6;4.6;4.3;3.85
P01851;Karapakkam;1115;14;1;1;3;AdjLand;No;05/02/1975;Others;ELO;No Access;A;3.5;3.9;2.4;3.18
P06446;Adyar;929;76;1;1;3;AdjLand;Yes;22/08/1994;Others;NoSeWa;Paved;RH;2.4;2.3;2.7;2.53
P01933;KK Nagar;1354;169;2;1;4;AdjLand;No;16/01/2000;Others;NoSewr ;Paved;RL;4.6;2.5;2.3;3.05
P05775;Karapakkam;1125;155;1;1;3;Normal Sale;No;06/01/1960;House;AllPub;Gravel;RL;3.1;2.8;3.9;3.33
P00704;Chrompet;883;31;1;1;3;AdjLand;No;12/10/1976;House;NoSewr ;No Access;RM;3.4;3.6;5;3.96
P02813;Adyar;890;116;1;1;3;AbNormal;Yes;27/07/1981;House;NoSewr ;Paved;C;2.5;4.7;5;4.19
P01533;T Nagar;1594;0;1;1;4;Family;No;29/03/1988;Commercial;AllPub;No Access;RH;4.3;4.2;4.8;4.5
P03429;Chrompet;839;71;1;1;3;Family;Yes;03/04/1988;Commercial;AllPub;Gravel;RH;2.8;5;4.6;4.22
P01981;Karapakkam;1214;145;1;1;3;AdjLand;No;15/01/1963;Commercial;NoSeWa;No Access;RM;4.3;3.9;3.2;3.74
P00716;Anna Nagar;1684;5;1;1;4;AdjLand;Yes;02/10/1971;House;NoSeWa;Paved;RL;3.4;2.9;3.4;3.275
P05961;Adyar;1023;67;1;1;3;AdjLand;Yes;28/11/1978;Others;NoSeWa;Paved;I;3;2.9;2.3;2.63
P03417;KK Nagar;1386;101;2;1;4;Partial;Yes;01/04/2006;Commercial;NoSeWa;Paved;RM;3.5;4.9;3.3;3.84
P00632;T Nagar;1797;1;1;1;4;Family;No;23/11/2002;Commercial;NoSewr ;Paved;RM;5;4.6;3.8;4.36
P08715;T Nagar;1984;5;2;1;5;AdjLand;No;22/09/1965;House;NoSeWa;No Access;RM;2.6;4.7;3.4;3.485
P03132;Karapakkam;1241;50;1;1;3;Partial;Yes;30/05/1970;Others;ELO;Paved;RH;2;4.8;3.4;3.4
P05135;T Nagar;1635;190;1;1;4;AbNormal;No;26/04/1996;House;NoSeWa;Gravel;RH;2.9;3.2;3.7;3.335
P06896;Adyar;922;59;1;1;3;Partial;Yes;03/05/1978;Commercial;NoSeWa;No Access;C;2.7;3.7;4.9;4
P02827;Karapakkam;1175;98;1;1;3;Partial;No;19/07/2006;House;ELO;Gravel;RH;2;2.6;3.1;2.62
P07104;Chrompet;1122;77;1;1;3;Normal Sale;Yes;06/03/1973;Others;AllPub;No Access;RH;5;4.7;3.7;4.49
P00990;Chrompet;728;128;1;1;2;Family;No;21/03/1991;House;NoSeWa;No Access;RL;3.9;3.1;3.7;3.52
P06682;Adyar;1137;177;1;1;3;Partial;Yes;02/07/1987;Commercial;NoSewr ;No Access;I;2;3.6;3.7;3.17
P07178;Adyar;805;63;1;1;3;AdjLand;Yes;03/02/1982;Others;AllPub;Gravel;I;2.6;3.5;4.1;3.53
P02500;Chrompet;850;174;1;1;3;AdjLand;No;28/09/1991;Others;NoSeWa;Paved;RM;4.1;2.9;3.3;3.38
P08284;KK Nagar;1413;42;2;1;4;Partial;Yes;07/03/1980;House;AllPub;Gravel;RH;2.7;2.5;3.3;2.88
P09119;Velachery;1840;8;3;2;5;Normal Sale;No;04/04/1999;Others;NoSeWa;No Access;C;4.8;3;2.6;3.33
P04044;Karapakkam;545;121;1;1;2;Normal Sale;No;20/11/1998;Other;NoSewr ;Gravel;C;3.4;3.6;3.1;3.34
P06807;Anna Nagar;1968;190;2;1;5;AbNormal;Yes;24/05/1981;House;AllPub;Paved;RL;2;2.9;4.8;3.345
P05363;Karapakkam;661;159;1;1;2;Family;Yes;22/03/1960;Others;AllPub;Paved;I;3.4;4.7;3.9;3.99
P07245;Chrompet;858;32;1;1;3;Partial;Yes;14/01/1985;House;NoSeWa;No Access;RL;2.9;3;3.9;3.24
P09202;Chrompet;1175;29;1;1;3;Family;Yes;06/03/1979;House;AllPub;Paved;RL;3.5;4.9;3.9;4.18
P06996;KK Nagar;1743;98;2;1;4;Normal Sale;Yes;31/03/2001;Others;AllPub;Paved;RH;2.7;3.1;3.7;3.22
P07814;T Nagar;1775;117;1;1;4;Normal Sale;Yes;30/07/1986;House;ELO;Paved;RH;2.1;3;3.3;2.865
P00577;Chrompet;1195;134;1;1;3;Family;No;02/01/1984;Commercial;NoSeWa;No Access;RM;4;2.9;3.9;3.53
P02178;Chrompet;802;92;1;1;3;AbNormal;Yes;02/12/1973;Commercial;ELO;No Access;RH;2.7;5;2.6;3.59
P07514;KK Nagar;1997;58;3;2;5;AdjLand;Yes;21/10/1993;Commercial;NoSeWa;Paved;RH;3.1;3.2;2.1;2.73
P02501;KK Nagar;1961;197;3;2;5;Normal Sale;Yes;27/09/1995;Others;NoSeWa;Paved;RM;3.8;4.8;4.2;4.26
P05000;Karapakkam;1337;107;2;2;4;Family;No;24/05/1988;Commercial;AllPub;Gravel;I;4.1;3.4;3.5;3.65
P08524;Velachery;1502;185;2;1;4;Family;No;08/12/1954;Others;ELO;Paved;I;4.7;2.4;4.4;3.58
P01684;Velachery;1926;3;3;2;5;AdjLand;No;11/03/1957;House;NoSeWa;Paved;RM;4.1;2.7;2.5;2.99
P07739;Chrompet;1263;131;2;1;4;Partial;Yes;16/08/2004;House;NoSewr ;Gravel;RM;4.8;4;2.8;3.88
P09214;Anna Nagar;1540;85;1;1;4;Normal Sale;Yes;27/02/1991;Others;AllPub;Gravel;RH;2.7;3.2;2.5;2.745
P05636;Karapakkam;1639;7;2;2;4;AdjLand;Yes;31/01/1972;Others;NoSewr ;No Access;RH;3;3.9;2.8;3.19
P03842;Karapakkam;1228;33;1;1;3;AdjLand;No;13/01/1963;Commercial;AllPub;Paved;RM;3.2;3.5;4.8;3.93
P00976;T Nagar;1860;76;2;1;5;AdjLand;No;29/03/2001;Others;AllPub;Paved;RH;4.6;4.1;2.8;3.665
P03292;Karapakkam;1578;153;2;2;4;Normal Sale;Yes;21/04/1998;Others;AllPub;Gravel;I;4.3;4.6;3.4;
P08244;Chrompet;768;9;1;1;2;Partial;No;19/03/1977;Others;NoSewr ;No Access;RL;3.8;4.1;5;4.28
P03446;Karapakkam;1505;175;2;2;4;Family;Yes;03/04/1970;Commercial;NoSeWa;Gravel;RL;2.2;2.6;4.5;3.24
P03223;Anna Nagar;1848;66;2;1;5;Family;No;05/05/1997;House;NoSewr ;Paved;RM;4;2.7;4.7;3.955
P08860;Velachery;1663;1;2;1;4;AdjLand;Yes;24/07/1996;Commercial;AllPub;No Access;RH;3.6;2.9;2.2;2.87
P03879;KK Nagar;1500;48;2;1;4;AdjLand;No;28/12/1995;Commercial;NoSeWa;Paved;RL;4.7;3;3;3.51
P09950;Velachery;1936;198;3;2;5;Family;Yes;21/07/1995;House;NoSewr ;Gravel;I;4.7;3.2;3.2;3.58
P01151;Anna Nagar;1719;62;1;1;4;AdjLand;No;05/12/1981;Commercial;NoSewr ;Gravel;RH;3.2;2.1;2.5;2.645
P01636;Chrompet;835;45;1;1;3;Normal Sale;No;13/03/1982;Commercial;NoSeWa;Gravel;RL;3.7;3.9;2.5;3.42
P02306;Adyar;1252;70;2;2;4;AbNormal;No;05/11/1974;Others;NoSeWa;Paved;RM;5;2.9;4.5;4.33
P00134;Anna Nagar;1687;6;1;1;4;Family;Yes;20/11/2001;Commercial;ELO;Gravel;RH;3.9;3.6;3.9;3.825
P05712;Velachery;1889;49;3;2;5;Partial;No;13/01/1981;Commercial;NoSewr ;No Access;RL;4.8;4.5;4.6;4.61
P03733;Karapakkam;746;43;1;1;2;AbNormal;No;24/01/1998;Others;AllPub;Gravel;RL;2.8;3.9;3.3;3.33
P02524;Adyar;1034;200;1;1;3;Normal Sale;No;25/09/1978;Commercial;AllPub;No Access;RL;3.1;2.1;4;3.35
P00066;Chrompet;909;120;1;1;3;AbNormal;No;03/01/2010;House;NoSewr ;Paved;RL;2.6;4.7;3.4;3.68
P02656;Velachery;1558;32;2;1;4;Family;Yes;03/09/1974;House;NoSeWa;Paved;C;4.5;3.9;4;4.08
P01049;Chrompet;1083;163;1;1;3;Partial;Yes;04/02/1988;House;AllPub;Paved;RH;2.5;4.9;2.2;3.37
P08487;Adyar;1078;106;1;1;3;Family;No;15/12/1997;Commercial;NoSewr ;Gravel;I;2.2;3.4;4;3.34
P07085;Chrompet;1148;116;1;1;3;Normal Sale;No;08/03/1986;House;NoSewr ;Paved;RL;4.7;3.4;2.9;3.64
P06391;Velachery;1556;105;2;1;4;Partial;No;03/09/1989;Others;NoSeWa;Paved;RL;4.6;2.4;4.4;3.55
P06358;Karapakkam;542;178;1;1;2;Normal Sale;No;15/09/1974;Others;NoSeWa;Paved;A;4.8;3.8;4.9;4.54
P02020;T Nagar;1866;88;2;1;5;Partial;Yes;30/12/1986;Others;AllPub;Gravel;RM;2.1;2.1;4.1;3
P06888;Anna Nagar;1986;109;2;1;5;Partial;No;09/05/1964;Commercial;NoSeWa;Gravel;RL;2.5;2.7;2.7;2.63
P09883;Velachery;1932;10;3;2;5;AbNormal;Yes;29/12/1953;House;AllPub;No Access;A;2.1;2.7;2.4;2.46
P01857;Karapakkam;1661;58;2;2;4;Normal Sale;Yes;29/01/1997;Commercial;ELO;Paved;I;2.5;2.1;3.5;2.78
P06125;KK Nagar;2120;182;3;2;5;Partial;Yes;20/10/2002;House;AllPub;Gravel;RL;3.3;3.6;4.3;3.79
P03370;Velachery;1754;9;2;1;4;AbNormal;Yes;14/04/1981;Commercial;ELO;Paved;I;2.4;3.8;3.2;3.27
P06119;Karapakkam;721;75;1;1;2;AbNormal;Yes;21/10/2002;Commercial;ELO;Paved;A;4.9;4.9;3.3;4.26
P09157;Chrompet;1252;54;2;1;4;Normal Sale;Yes;19/03/1988;Commercial;NoSeWa;Paved;RL;3.6;4.5;2.7;3.69
P08292;KK Nagar;2242;104;4;2;6;AbNormal;Yes;02/03/1988;Others;NoSewr ;Gravel;RH;4.6;2.8;2.1;3.06
P05989;Chrompet;917;177;1;1;3;Normal Sale;Yes;23/11/1972;Commercial;NoSewr ;Gravel;RH;2.8;2.8;4.4;3.28
P08209;Chrompet;796;79;1;1;2;AdjLand;No;28/03/1986;Others;ELO;Paved;RH;4.7;3.2;2.6;3.47
P06169;Karapakkam;581;128;1;1;2;Family;Yes;13/10/1997;Commercial;ELO;Gravel;I;3.7;2.5;3.2;3.14
P03760;Karapakkam;1253;200;1;1;3;Partial;No;16/01/2004;House;NoSeWa;Paved;I;2.4;2.4;4.7;3.32
P09604;Velachery;1803;96;3;2;5;AdjLand;Yes;01/08/1975;House;NoSewr ;Gravel;RL;3.7;4.1;3;3.67
P02442;Karapakkam;931;16;1;1;3;AdjLand;No;07/10/1993;Commercial;AllPub;Paved;A;4;4.2;2.4;3.42
P05333;Karapakkam;948;76;1;1;3;Partial;No;17/03/2001;Others;ELO;Paved;C;4.7;2;3.1;3.25
P04472;Karapakkam;752;154;1;1;2;AbNormal;Yes;27/08/1999;House;NoSeWa;Paved;I;3.2;4.2;2.4;3.18
P08963;Chrompet;1174;95;1;1;3;Partial;No;06/06/1994;Commercial;NoSeWa;Paved;RH;2.1;2.1;3.4;2.49
P05293;Chrompet;1055;138;1;1;3;AbNormal;Yes;27/03/1998;House;NoSeWa;No Access;RL;3.6;4.7;2.6;3.74
P03988;Chrompet;1142;59;1;1;3;Partial;Yes;06/12/1982;House;AllPub;Paved;RM;4.7;2.9;4.4;3.89
P04462;Chrompet;1113;160;1;1;3;AdjLand;Yes;29/08/1997;Commercial;NoSewr ;Gravel;RH;2.1;2.6;3.8;2.81
P06252;Karapakkam;982;177;1;1;3;Family;Yes;09/10/1965;Others;NoSeWa;Paved;A;4.5;4.7;2.1;3.6
P07831;KK Nagar;1625;100;2;1;4;AdjLand;Yes;27/07/1980;Others;NoSeWa;Paved;RH;4.6;2.3;3.4;3.43
P06757;Chrompet;956;16;1;1;3;AdjLand;Yes;09/06/1990;House;AllPub;Gravel;RL;2.3;2.3;4.8;3.05
P06108;KK Nagar;2042;70;3;2;5;Family;Yes;26/10/1994;Others;AllPub;Paved;RL;4.7;4;4.4;4.37
P09657;Velachery;1651;187;2;1;4;AbNormal;No;29/04/1969;Commercial;NoSeWa;Paved;RL;4.8;4.4;2.3;3.87
P06891;Velachery;1769;137;2;1;4;AbNormal;Yes;03/05/1985;Others;AllPub;Gravel;A;3.8;2.7;2;2.77
P02052;Karapakkam;1237;14;1;1;3;Normal Sale;Yes;23/12/1989;Others;NoSeWa;Paved;C;2.4;2.3;4.7;3.29
P09896;Velachery;1662;55;2;1;4;AbNormal;Yes;27/11/1974;Others;ELO;Paved;A;3.2;4.5;2.2;3.49
P06974;Anna Nagar;1978;193;2;1;5;Normal Sale;Yes;10/04/1979;House;NoSeWa;Paved;RL;2.9;4.6;2.6;3.205
P01181;Chrompet;1187;1;1;1;3;Family;Yes;15/11/1992;Others;NoSewr ;Paved;RH;3.9;2.1;4.2;3.27
P01521;Karapakkam;1657;81;2;2;4;AdjLand;No;02/04/1983;House;ELO;No Access;RH;4.5;2.9;4.2;3.9
P07513;KK Nagar;2432;100;4;2;6;AdjLand;Yes;23/10/1984;Others;AllPub;Gravel;RH;2.3;3.1;4.1;3.26
P02671;Karapakkam;1649;93;2;2;4;Normal Sale;Yes;26/08/1990;Others;AllPub;Paved;C;5;4.9;2.6;4.01
P05525;Karapakkam;1114;200;1;1;3;AbNormal;No;14/02/1985;Others;NoSeWa;Paved;C;3.3;3.5;2.5;3.04
P09167;Adyar;636;52;1;1;2;AbNormal;Yes;13/03/2002;House;AllPub;Paved;C;4.9;4.4;4.6;4.65
P07980;Velachery;1892;196;3;2;5;Family;No;15/06/1959;Others;ELO;Paved;RL;4.5;2.3;4;3.36
P01052;Chrompet;702;14;1;1;2;AbNormal;No;28/01/1996;House;AllPub;Paved;RH;3.6;2.7;3.6;3.24
